# Tacoma 25mi batch — 2026-05-08
# Sources: mountaineers.org (10), soundlifedaycamp.com (7), wolfcamp.org (5), i9sports.com (7), breakthroughbasketball.com (5)
name,sport,age_min,age_max,start_date,end_date,address,city,state,zip,description,price_text,day_or_overnight,skill_level,spots_status,contact_email,contact_phone,website_url,lunch_included,aftercare_available,program_type,registration_deadline,schedule_text,confidence
"Summer Camp - Rock & Ropes 1 - Tacoma",outdoor,6,13,2026-06-22,2026-06-26,2302 N 30th St,Tacoma,WA,98403,"Five-day Tacoma day camp at the Mountaineers Tacoma Program Center for kids in grades 1-7 focused on introduction to rock climbing. Campers learn to belay, tie climbing knots, rappel, prusik, and try basic anchor work. Each group gets one outdoor climbing field trip during the week to Exit 38 near North Bend. Friday meets at Point Defiance Park for a hike, picnic, and beach time. Camp runs 8:30am to 4:30pm Monday through Thursday. Led by Sarah Holt.","$385 members / $410 guests",day,beginner,waitlist,sarahh@mountaineers.org,,https://www.mountaineers.org/locations-lodges/tacoma-branch/committees/tacoma-youth-outreach-committee/course-templates/summer-camp-rock-ropes-1-tacoma/summer-camp-rock-ropes-1-tacoma-2026,FALSE,FALSE,camp,,,high
"Summer Camp - Water Week 1 - Tacoma",outdoor,6,13,2026-06-29,2026-07-03,2302 N 30th St,Tacoma,WA,98403,"Five-day Tacoma day camp at the Mountaineers Tacoma Program Center for kids in grades 1-7 with a focus on water skills and safety. Campers try river paddling on a guided river float field trip (Tuesday or Wednesday), tide pooling, climbing, hiking, navigation, first aid, and knots. Friday meets at Point Defiance Park. Camp runs 8:30am to 4:30pm Monday through Thursday. Led by Sarah Holt.","$410 members / $435 guests",day,beginner,waitlist,sarahh@mountaineers.org,,https://www.mountaineers.org/locations-lodges/tacoma-branch/committees/tacoma-youth-outreach-committee/course-templates/water-week-tacoma/summer-camp-water-week-1-tacoma-2026,FALSE,FALSE,camp,,,high
"Summer Camp - Climbing Rock Stars - Tacoma",outdoor,6,13,2026-07-06,2026-07-10,2302 N 30th St,Tacoma,WA,98403,"Five-day Tacoma day camp at the Mountaineers Tacoma Program Center for kids in grades 1-7 focused on advancing climbing skills. In addition to top-roping, belaying, and rappelling, campers practice clipping draws, mock-leading, anchor building, and some may lead sport routes. Each group gets one outdoor climbing field trip to Exit 38 near North Bend. Friday meets at Point Defiance Park. Camp runs 8:30am to 4:30pm Monday through Thursday. Led by Sarah Holt.","$385 members / $410 guests",day,intermediate,waitlist,sarahh@mountaineers.org,,https://www.mountaineers.org/locations-lodges/tacoma-branch/committees/tacoma-youth-outreach-committee/course-templates/copy2_of_summer-camp-rock-ropes-1-tacoma/summer-camp-climbing-rock-stars-tacoma-2026,FALSE,FALSE,camp,,,high
"Summer Camp - Nature Arts & Crafts Week 1 - Tacoma",outdoor,6,13,2026-07-13,2026-07-17,2302 N 30th St,Tacoma,WA,98403,"Five-day Tacoma day camp at the Mountaineers Tacoma Program Center for kids in grades 1-7 connecting outdoor skills with arts and crafts. Wednesday and Thursday are field trip days with an easy hike in the Mt. Rainier area focused on nature photography and watercolor painting. Activities may include climbing, rope skills, navigation, wilderness first aid, drawing, mural creation, 3D topographic maps, ropes-based crafts, paper mache, tie-dye, and pyrography. Friday meets at Point Defiance Park. Camp runs 8:30am to 4:30pm. Led by Sarah Holt.","$385 members / $410 guests",day,beginner,waitlist,sarahh@mountaineers.org,,https://www.mountaineers.org/locations-lodges/tacoma-branch/committees/tacoma-youth-outreach-committee/course-templates/copy_of_wilderness-week-tacoma/summer-camp-nature-arts-crafts-week-1-tacoma-2026,FALSE,FALSE,camp,,,high
"Summer Camp - Rock & Ropes 2 - Tacoma",outdoor,6,13,2026-07-20,2026-07-24,2302 N 30th St,Tacoma,WA,98403,"Five-day Tacoma day camp at the Mountaineers Tacoma Program Center for kids in grades 1-7 focused on introduction to rock climbing. Identical curriculum to Rock & Ropes 1, simply the second instance of the theme. Campers learn to belay, tie knots, rappel, prusik, and try basic anchor work. Each group gets one outdoor climbing field trip to Exit 38 near North Bend. Friday meets at Point Defiance Park. Camp runs 8:30am to 4:30pm Monday through Thursday. Led by Sarah Holt.","$385 members / $410 guests",day,beginner,waitlist,sarahh@mountaineers.org,,https://www.mountaineers.org/locations-lodges/tacoma-branch/committees/tacoma-youth-outreach-committee/course-templates/copy_of_summer-camp-rock-ropes-1-tacoma/summer-camp-rock-ropes-2-tacoma-2026,FALSE,FALSE,camp,,,high
"Summer Camp - Water Week 2 - Tacoma",outdoor,6,13,2026-07-27,2026-07-31,2302 N 30th St,Tacoma,WA,98403,"Five-day Tacoma day camp at the Mountaineers Tacoma Program Center for kids in grades 1-7 with a focus on water skills and safety. This week each camper gets a kayaking field trip on either Wednesday or Thursday. Campers also try river paddling, tide pooling, climbing, hiking, navigation, first aid, and knots. Friday meets at Point Defiance Park. Camp runs 8:30am to 4:30pm Monday through Thursday. Led by Sarah Holt.","$410 members / $435 guests",day,beginner,waitlist,sarahh@mountaineers.org,,https://www.mountaineers.org/locations-lodges/tacoma-branch/committees/tacoma-youth-outreach-committee/course-templates/copy_of_water-week-tacoma/summer-camp-water-week-2-tacoma-2026,FALSE,FALSE,camp,,,high
"Summer Camp - Teen Adventures: Rock Climbing - Tacoma",outdoor,13,17,2026-07-28,2026-07-31,2302 N 30th St,Tacoma,WA,98403,"Four-day teen rock climbing adventure for ages 13-17, all experience levels welcome. Tuesday is at the Tacoma Program Center for climbing basics including top-roping, belaying, rappelling, knots, and anchors. Wednesday through Friday is outdoor climbing at Exit 38 and Exit 32 with two nights of camping nearby. Skills covered may include lead belaying, mock-leading, leading on bolts, anchor building, and rescue skills. Participants may hike up to 1 mile with 30-pound packs. Led by Sarah Holt.","$495 members / $520 guests",overnight,all,waitlist,sarahh@mountaineers.org,,https://www.mountaineers.org/locations-lodges/tacoma-branch/committees/tacoma-youth-outreach-committee/course-templates/copy2_of_summer-camp-teen-adventures-intro-backpacking-tacoma/summer-camp-teen-adventures-rock-climbing-tacoma-2026,FALSE,FALSE,camp,,,high
"Summer Camp - Nature Arts & Crafts Week 2 - Tacoma",outdoor,6,13,2026-08-03,2026-08-07,2302 N 30th St,Tacoma,WA,98403,"Five-day Tacoma day camp at the Mountaineers Tacoma Program Center for kids in grades 1-7 connecting outdoor skills with arts and crafts. Wednesday and Thursday are field trip days with an easy hike in the Mt. Rainier area focused on nature photography and watercolor painting. Activities may include climbing, rope skills, navigation, wilderness first aid, drawing, mural creation, 3D topographic maps, ropes-based crafts, paper mache, tie-dye, and pyrography. Friday meets at Point Defiance Park. Camp runs 8:30am to 4:30pm. Led by Sarah Holt.","$385 members / $410 guests",day,beginner,waitlist,sarahh@mountaineers.org,,https://www.mountaineers.org/locations-lodges/tacoma-branch/committees/tacoma-youth-outreach-committee/course-templates/copy2_of_wilderness-week-tacoma/summer-camp-nature-arts-crafts-week-2-tacoma-2026,FALSE,FALSE,camp,,,high
"Summer Camp - Climbing Rock Stars 2 - Tacoma",outdoor,6,13,2026-08-10,2026-08-14,2302 N 30th St,Tacoma,WA,98403,"Five-day Tacoma day camp at the Mountaineers Tacoma Program Center for kids in grades 1-7 focused on advancing climbing skills. Identical curriculum to Climbing Rock Stars 1, simply the second instance of the theme. Activities include top-roping, belaying, rappelling, clipping draws, mock-leading, anchor building, and possibly leading sport routes for ready students. Each group gets one outdoor climbing field trip to Exit 38 near North Bend. Friday meets at Point Defiance Park. Camp runs 8:30am to 4:30pm. Led by Sarah Holt.","$385 members / $410 guests",day,intermediate,waitlist,sarahh@mountaineers.org,,https://www.mountaineers.org/locations-lodges/tacoma-branch/committees/tacoma-youth-outreach-committee/course-templates/copy3_of_summer-camp-rock-ropes-1-tacoma/summer-camp-climbing-rock-stars-2-tacoma-2026,FALSE,FALSE,camp,,,high
"Summer Camp - Teen Adventures: Backpacking - Tacoma",outdoor,13,17,2026-08-11,2026-08-14,2302 N 30th St,Tacoma,WA,98403,"Four-day teen backpacking adventure for ages 13-17, new and experienced backpackers welcome. Tuesday is at the Tacoma Program Center learning backcountry skills including first aid, navigation, the 10 essentials, Leave No Trace principles, and using backpacking gear. Wednesday through Friday is a multi-day backpacking trip in the wilderness covering 5-7 miles per day with 1,000-2,000 feet of elevation gain, carrying packs that weigh 30-35 pounds. Led by Sarah Holt.","$475 members / $500 guests",overnight,all,open,sarahh@mountaineers.org,,https://www.mountaineers.org/locations-lodges/tacoma-branch/committees/tacoma-youth-outreach-committee/course-templates/summer-camp-teen-adventures-intro-backpacking-tacoma/summer-camp-teen-adventures-backpacking-tacoma-2026,FALSE,FALSE,camp,,,high
